x y z rx ry rz timestamp left_image right_image
7757729.749979 -363562.191925 0.000000 0.043158 -0.010941 0.642272 1472149897.575956 /dados/ufes/20160825/1472149897.575956.bb3.l.png /dados/ufes/20160825/1472149897.575956.bb3.r.png
7757729.747594 -363562.193015 0.000000 0.042967 -0.010801 0.642493 1472149897.637217 /dados/ufes/20160825/1472149897.637217.bb3.l.png /dados/ufes/20160825/1472149897.637217.bb3.r.png
7757729.756393 -363562.193916 0.000000 0.043006 -0.010108 0.642262 1472149897.697587 /dados/ufes/20160825/1472149897.697587.bb3.l.png /dados/ufes/20160825/1472149897.697587.bb3.r.png
7757729.753433 -363562.189848 0.000000 0.043021 -0.010086 0.642301 1472149897.760318 /dados/ufes/20160825/1472149897.760318.bb3.l.png /dados/ufes/20160825/1472149897.760318.bb3.r.png
7757729.751470 -363562.200173 0.000000 0.043266 -0.010002 0.642674 1472149897.823269 /dados/ufes/20160825/1472149897.823269.bb3.l.png /dados/ufes/20160825/1472149897.823269.bb3.r.png
7757729.747131 -363562.198137 0.000000 0.043279 -0.010048 0.642546 1472149897.887273 /dados/ufes/20160825/1472149897.887273.bb3.l.png /dados/ufes/20160825/1472149897.887273.bb3.r.png
7757729.751606 -363562.196116 0.000000 0.043622 -0.010142 0.642460 1472149897.950285 /dados/ufes/20160825/1472149897.950285.bb3.l.png /dados/ufes/20160825/1472149897.950285.bb3.r.png
7757729.745774 -363562.191772 0.000000 0.043586 -0.010097 0.642836 1472149898.013075 /dados/ufes/20160825/1472149898.013075.bb3.l.png /dados/ufes/20160825/1472149898.013075.bb3.r.png
7757729.747969 -363562.193148 0.000000 0.043527 -0.010045 0.642427 1472149898.076133 /dados/ufes/20160825/1472149898.076133.bb3.l.png /dados/ufes/20160825/1472149898.076133.bb3.r.png
7757729.753704 -363562.192419 0.000000 0.043629 -0.009917 0.642274 1472149898.139279 /dados/ufes/20160825/1472149898.139279.bb3.l.png /dados/ufes/20160825/1472149898.139279.bb3.r.png
7757729.745789 -363562.193061 0.000000 0.043527 -0.009943 0.642671 1472149898.204716 /dados/ufes/20160825/1472149898.204716.bb3.l.png /dados/ufes/20160825/1472149898.204716.bb3.r.png
7757729.751126 -363562.190469 0.000000 0.043377 -0.009810 0.642279 1472149898.268180 /dados/ufes/20160825/1472149898.268180.bb3.l.png /dados/ufes/20160825/1472149898.268180.bb3.r.png
7757729.750043 -363562.191967 0.000000 0.043368 -0.009850 0.642297 1472149898.334438 /dados/ufes/20160825/1472149898.334438.bb3.l.png /dados/ufes/20160825/1472149898.334438.bb3.r.png
7757729.746552 -363562.190976 0.000000 0.043379 -0.009855 0.642402 1472149898.397036 /dados/ufes/20160825/1472149898.397036.bb3.l.png /dados/ufes/20160825/1472149898.397036.bb3.r.png
7757729.747550 -363562.190860 0.000000 0.043290 -0.009855 0.642578 1472149898.461417 /dados/ufes/20160825/1472149898.461417.bb3.l.png /dados/ufes/20160825/1472149898.461417.bb3.r.png
7757729.747723 -363562.191076 0.000000 0.043302 -0.009934 0.642488 1472149898.524246 /dados/ufes/20160825/1472149898.524246.bb3.l.png /dados/ufes/20160825/1472149898.524246.bb3.r.png
7757729.745901 -363562.187133 0.000000 0.043279 -0.009760 0.642722 1472149898.587258 /dados/ufes/20160825/1472149898.587258.bb3.l.png /dados/ufes/20160825/1472149898.587258.bb3.r.png
7757729.746141 -363562.189372 0.000000 0.043174 -0.009952 0.642627 1472149898.650138 /dados/ufes/20160825/1472149898.650138.bb3.l.png /dados/ufes/20160825/1472149898.650138.bb3.r.png
7757729.751666 -363562.186546 0.000000 0.042945 -0.009889 0.642864 1472149898.714382 /dados/ufes/20160825/1472149898.714382.bb3.l.png /dados/ufes/20160825/1472149898.714382.bb3.r.png
7757729.745667 -363562.189282 0.000000 0.042861 -0.009800 0.642526 1472149898.777260 /dados/ufes/20160825/1472149898.777260.bb3.l.png /dados/ufes/20160825/1472149898.777260.bb3.r.png
7757729.750522 -363562.191441 0.000000 0.042911 -0.009890 0.642617 1472149898.837960 /dados/ufes/20160825/1472149898.837960.bb3.l.png /dados/ufes/20160825/1472149898.837960.bb3.r.png
7757729.748892 -363562.194648 0.000000 0.042749 -0.009887 0.642495 1472149898.898296 /dados/ufes/20160825/1472149898.898296.bb3.l.png /dados/ufes/20160825/1472149898.898296.bb3.r.png
7757729.747965 -363562.188587 0.000000 0.042735 -0.009874 0.642792 1472149898.958102 /dados/ufes/20160825/1472149898.958102.bb3.l.png /dados/ufes/20160825/1472149898.958102.bb3.r.png
7757729.747709 -363562.197957 0.000000 0.042716 -0.009861 0.642618 1472149899.021358 /dados/ufes/20160825/1472149899.021358.bb3.l.png /dados/ufes/20160825/1472149899.021358.bb3.r.png
7757729.747841 -363562.193565 0.000000 0.042569 -0.009598 0.642446 1472149899.087384 /dados/ufes/20160825/1472149899.087384.bb3.l.png /dados/ufes/20160825/1472149899.087384.bb3.r.png
7757729.747990 -363562.186096 0.000000 0.042297 -0.009317 0.642511 1472149899.148329 /dados/ufes/20160825/1472149899.148329.bb3.l.png /dados/ufes/20160825/1472149899.148329.bb3.r.png
7757729.748016 -363562.188166 0.000000 0.042231 -0.009526 0.642788 1472149899.211386 /dados/ufes/20160825/1472149899.211386.bb3.l.png /dados/ufes/20160825/1472149899.211386.bb3.r.png
7757729.750493 -363562.191662 0.000000 0.042601 -0.009399 0.642252 1472149899.272324 /dados/ufes/20160825/1472149899.272324.bb3.l.png /dados/ufes/20160825/1472149899.272324.bb3.r.png
7757729.750290 -363562.193946 0.000000 0.042701 -0.009396 0.642136 1472149899.333177 /dados/ufes/20160825/1472149899.333177.bb3.l.png /dados/ufes/20160825/1472149899.333177.bb3.r.png
7757729.746633 -363562.189514 0.000000 0.042614 -0.009366 0.642648 1472149899.393079 /dados/ufes/20160825/1472149899.393079.bb3.l.png /dados/ufes/20160825/1472149899.393079.bb3.r.png
7757729.745845 -363562.187101 0.000000 0.042513 -0.009409 0.642774 1472149899.452980 /dados/ufes/20160825/1472149899.452980.bb3.l.png /dados/ufes/20160825/1472149899.452980.bb3.r.png
7757729.747714 -363562.192375 0.000000 0.042510 -0.009421 0.642675 1472149899.512896 /dados/ufes/20160825/1472149899.512896.bb3.l.png /dados/ufes/20160825/1472149899.512896.bb3.r.png
7757729.747368 -363562.200610 0.000000 0.042498 -0.009306 0.642641 1472149899.572893 /dados/ufes/20160825/1472149899.572893.bb3.l.png /dados/ufes/20160825/1472149899.572893.bb3.r.png
7757729.750510 -363562.197362 0.000000 0.042506 -0.009584 0.642463 1472149899.633988 /dados/ufes/20160825/1472149899.633988.bb3.l.png /dados/ufes/20160825/1472149899.633988.bb3.r.png
7757729.747187 -363562.189821 0.000000 0.042533 -0.009290 0.642550 1472149899.694239 /dados/ufes/20160825/1472149899.694239.bb3.l.png /dados/ufes/20160825/1472149899.694239.bb3.r.png
7757729.744900 -363562.193690 0.000000 0.042419 -0.009122 0.642911 1472149899.758771 /dados/ufes/20160825/1472149899.758771.bb3.l.png /dados/ufes/20160825/1472149899.758771.bb3.r.png
7757729.747788 -363562.193362 0.000000 0.042489 -0.008957 0.642601 1472149899.823260 /dados/ufes/20160825/1472149899.823260.bb3.l.png /dados/ufes/20160825/1472149899.823260.bb3.r.png
7757729.746683 -363562.195639 0.000000 0.042708 -0.008672 0.642568 1472149899.884973 /dados/ufes/20160825/1472149899.884973.bb3.l.png /dados/ufes/20160825/1472149899.884973.bb3.r.png
7757729.745674 -363562.190838 0.000000 0.042898 -0.008290 0.642538 1472149899.946425 /dados/ufes/20160825/1472149899.946425.bb3.l.png /dados/ufes/20160825/1472149899.946425.bb3.r.png
7757729.744040 -363562.188966 0.000000 0.042789 -0.008283 0.642676 1472149900.011423 /dados/ufes/20160825/1472149900.011423.bb3.l.png /dados/ufes/20160825/1472149900.011423.bb3.r.png
7757729.746475 -363562.188860 0.000000 0.042735 -0.008372 0.642615 1472149900.075842 /dados/ufes/20160825/1472149900.075842.bb3.l.png /dados/ufes/20160825/1472149900.075842.bb3.r.png
7757729.748908 -363562.196442 0.000000 0.042539 -0.008226 0.642719 1472149900.142170 /dados/ufes/20160825/1472149900.142170.bb3.l.png /dados/ufes/20160825/1472149900.142170.bb3.r.png
7757729.751100 -363562.192359 0.000000 0.042341 -0.008135 0.642182 1472149900.203020 /dados/ufes/20160825/1472149900.203020.bb3.l.png /dados/ufes/20160825/1472149900.203020.bb3.r.png
7757729.750576 -363562.192260 0.000000 0.042450 -0.008132 0.642249 1472149900.263177 /dados/ufes/20160825/1472149900.263177.bb3.l.png /dados/ufes/20160825/1472149900.263177.bb3.r.png
7757729.750967 -363562.192326 0.000000 0.042601 -0.008050 0.642152 1472149900.325340 /dados/ufes/20160825/1472149900.325340.bb3.l.png /dados/ufes/20160825/1472149900.325340.bb3.r.png
7757729.750091 -363562.193196 0.000000 0.042481 -0.008122 0.642244 1472149900.385820 /dados/ufes/20160825/1472149900.385820.bb3.l.png /dados/ufes/20160825/1472149900.385820.bb3.r.png
7757729.746337 -363562.198041 0.000000 0.042574 -0.007982 0.642657 1472149900.445699 /dados/ufes/20160825/1472149900.445699.bb3.l.png /dados/ufes/20160825/1472149900.445699.bb3.r.png
7757729.745287 -363562.193305 0.000000 0.042715 -0.007918 0.642732 1472149900.505981 /dados/ufes/20160825/1472149900.505981.bb3.l.png /dados/ufes/20160825/1472149900.505981.bb3.r.png
7757729.748709 -363562.197358 0.000000 0.042654 -0.007816 0.642481 1472149900.567544 /dados/ufes/20160825/1472149900.567544.bb3.l.png /dados/ufes/20160825/1472149900.567544.bb3.r.png
