x y z rx ry rz timestamp left_image right_image
7757729.361956 -363562.193147 0.000000 0.024350 -0.006995 0.678193 1472150830.248564 /dados/ufes/20160825-01/1472150830.248564.bb3.l.png /dados/ufes/20160825-01/1472150830.248564.bb3.r.png
7757729.369099 -363562.193585 0.000000 0.024130 -0.007182 0.677991 1472150830.311246 /dados/ufes/20160825-01/1472150830.311246.bb3.l.png /dados/ufes/20160825-01/1472150830.311246.bb3.r.png
7757729.379398 -363562.196124 0.000000 0.024272 -0.007508 0.678351 1472150830.373925 /dados/ufes/20160825-01/1472150830.373925.bb3.l.png /dados/ufes/20160825-01/1472150830.373925.bb3.r.png
7757729.383650 -363562.184033 0.000000 0.024275 -0.007714 0.677833 1472150830.437375 /dados/ufes/20160825-01/1472150830.437375.bb3.l.png /dados/ufes/20160825-01/1472150830.437375.bb3.r.png
7757729.363535 -363562.191070 0.000000 0.024574 -0.007786 0.678129 1472150830.500069 /dados/ufes/20160825-01/1472150830.500069.bb3.l.png /dados/ufes/20160825-01/1472150830.500069.bb3.r.png
7757729.363337 -363562.192850 0.000000 0.024263 -0.007844 0.677890 1472150830.559851 /dados/ufes/20160825-01/1472150830.559851.bb3.l.png /dados/ufes/20160825-01/1472150830.559851.bb3.r.png
7757729.360009 -363562.197645 0.000000 0.023981 -0.008343 0.678350 1472150830.619387 /dados/ufes/20160825-01/1472150830.619387.bb3.l.png /dados/ufes/20160825-01/1472150830.619387.bb3.r.png
7757729.362310 -363562.193355 0.000000 0.023991 -0.008070 0.677889 1472150830.679912 /dados/ufes/20160825-01/1472150830.679912.bb3.l.png /dados/ufes/20160825-01/1472150830.679912.bb3.r.png
7757729.360966 -363562.194836 0.000000 0.023897 -0.008037 0.678109 1472150830.741304 /dados/ufes/20160825-01/1472150830.741304.bb3.l.png /dados/ufes/20160825-01/1472150830.741304.bb3.r.png
7757729.365432 -363562.193454 0.000000 0.024082 -0.008300 0.677936 1472150830.808285 /dados/ufes/20160825-01/1472150830.808285.bb3.l.png /dados/ufes/20160825-01/1472150830.808285.bb3.r.png
7757729.366983 -363562.194757 0.000000 0.023807 -0.008400 0.678327 1472150830.872032 /dados/ufes/20160825-01/1472150830.872032.bb3.l.png /dados/ufes/20160825-01/1472150830.872032.bb3.r.png
7757729.364765 -363562.208831 0.000000 0.023705 -0.008774 0.677872 1472150830.934628 /dados/ufes/20160825-01/1472150830.934628.bb3.l.png /dados/ufes/20160825-01/1472150830.934628.bb3.r.png
7757729.362088 -363562.192339 0.000000 0.023710 -0.008893 0.678109 1472150831.003629 /dados/ufes/20160825-01/1472150831.003629.bb3.l.png /dados/ufes/20160825-01/1472150831.003629.bb3.r.png
7757729.362434 -363562.196318 0.000000 0.023882 -0.008743 0.678120 1472150831.064620 /dados/ufes/20160825-01/1472150831.064620.bb3.l.png /dados/ufes/20160825-01/1472150831.064620.bb3.r.png
7757729.362008 -363562.196769 0.000000 0.023966 -0.008484 0.678121 1472150831.124875 /dados/ufes/20160825-01/1472150831.124875.bb3.l.png /dados/ufes/20160825-01/1472150831.124875.bb3.r.png
7757729.364471 -363562.189763 0.000000 0.023732 -0.008118 0.677967 1472150831.185313 /dados/ufes/20160825-01/1472150831.185313.bb3.l.png /dados/ufes/20160825-01/1472150831.185313.bb3.r.png
7757729.363424 -363562.187829 0.000000 0.023615 -0.008350 0.677447 1472150831.245682 /dados/ufes/20160825-01/1472150831.245682.bb3.l.png /dados/ufes/20160825-01/1472150831.245682.bb3.r.png
7757729.364321 -363562.189155 0.000000 0.023677 -0.008322 0.677635 1472150831.308480 /dados/ufes/20160825-01/1472150831.308480.bb3.l.png /dados/ufes/20160825-01/1472150831.308480.bb3.r.png
7757729.361835 -363562.189055 0.000000 0.023746 -0.008637 0.678134 1472150831.373280 /dados/ufes/20160825-01/1472150831.373280.bb3.l.png /dados/ufes/20160825-01/1472150831.373280.bb3.r.png
7757729.364853 -363562.188811 0.000000 0.023519 -0.008645 0.677800 1472150831.434835 /dados/ufes/20160825-01/1472150831.434835.bb3.l.png /dados/ufes/20160825-01/1472150831.434835.bb3.r.png
7757729.365189 -363562.190941 0.000000 0.023772 -0.008786 0.677896 1472150831.494870 /dados/ufes/20160825-01/1472150831.494870.bb3.l.png /dados/ufes/20160825-01/1472150831.494870.bb3.r.png
7757729.364991 -363562.190631 0.000000 0.023926 -0.009023 0.677949 1472150831.554798 /dados/ufes/20160825-01/1472150831.554798.bb3.l.png /dados/ufes/20160825-01/1472150831.554798.bb3.r.png
7757729.365389 -363562.190359 0.000000 0.023732 -0.009122 0.677927 1472150831.615755 /dados/ufes/20160825-01/1472150831.615755.bb3.l.png /dados/ufes/20160825-01/1472150831.615755.bb3.r.png
7757729.365588 -363562.190432 0.000000 0.023661 -0.008867 0.677792 1472150831.676454 /dados/ufes/20160825-01/1472150831.676454.bb3.l.png /dados/ufes/20160825-01/1472150831.676454.bb3.r.png
7757729.364726 -363562.189191 0.000000 0.023528 -0.008716 0.677697 1472150831.737472 /dados/ufes/20160825-01/1472150831.737472.bb3.l.png /dados/ufes/20160825-01/1472150831.737472.bb3.r.png
7757729.365577 -363562.191765 0.000000 0.023630 -0.008644 0.678088 1472150831.805176 /dados/ufes/20160825-01/1472150831.805176.bb3.l.png /dados/ufes/20160825-01/1472150831.805176.bb3.r.png
7757729.362196 -363562.189024 0.000000 0.023567 -0.008998 0.678199 1472150831.879783 /dados/ufes/20160825-01/1472150831.879783.bb3.l.png /dados/ufes/20160825-01/1472150831.879783.bb3.r.png
7757729.362589 -363562.191076 0.000000 0.023353 -0.008961 0.678117 1472150831.943555 /dados/ufes/20160825-01/1472150831.943555.bb3.l.png /dados/ufes/20160825-01/1472150831.943555.bb3.r.png
7757729.363399 -363562.192040 0.000000 0.023356 -0.008999 0.678009 1472150832.005757 /dados/ufes/20160825-01/1472150832.005757.bb3.l.png /dados/ufes/20160825-01/1472150832.005757.bb3.r.png
7757729.364774 -363562.194202 0.000000 0.023699 -0.009047 0.678000 1472150832.068412 /dados/ufes/20160825-01/1472150832.068412.bb3.l.png /dados/ufes/20160825-01/1472150832.068412.bb3.r.png
7757729.364070 -363562.193244 0.000000 0.023584 -0.009166 0.677983 1472150832.131088 /dados/ufes/20160825-01/1472150832.131088.bb3.l.png /dados/ufes/20160825-01/1472150832.131088.bb3.r.png
7757729.362788 -363562.194896 0.000000 0.023592 -0.009273 0.678246 1472150832.194879 /dados/ufes/20160825-01/1472150832.194879.bb3.l.png /dados/ufes/20160825-01/1472150832.194879.bb3.r.png
7757729.363307 -363562.193867 0.000000 0.023555 -0.009313 0.678120 1472150832.260690 /dados/ufes/20160825-01/1472150832.260690.bb3.l.png /dados/ufes/20160825-01/1472150832.260690.bb3.r.png
7757729.363367 -363562.194104 0.000000 0.023627 -0.009358 0.678068 1472150832.321699 /dados/ufes/20160825-01/1472150832.321699.bb3.l.png /dados/ufes/20160825-01/1472150832.321699.bb3.r.png
7757729.362638 -363562.192392 0.000000 0.023437 -0.009381 0.677874 1472150832.381721 /dados/ufes/20160825-01/1472150832.381721.bb3.l.png /dados/ufes/20160825-01/1472150832.381721.bb3.r.png
7757729.362547 -363562.190048 0.000000 0.023641 -0.009392 0.678112 1472150832.441674 /dados/ufes/20160825-01/1472150832.441674.bb3.l.png /dados/ufes/20160825-01/1472150832.441674.bb3.r.png
7757729.362631 -363562.190038 0.000000 0.023648 -0.009317 0.678110 1472150832.502288 /dados/ufes/20160825-01/1472150832.502288.bb3.l.png /dados/ufes/20160825-01/1472150832.502288.bb3.r.png
7757729.366655 -363562.191663 0.000000 0.023294 -0.009575 0.678124 1472150832.565679 /dados/ufes/20160825-01/1472150832.565679.bb3.l.png /dados/ufes/20160825-01/1472150832.565679.bb3.r.png
7757729.349992 -363562.190384 0.000000 0.023110 -0.009785 0.677679 1472150832.626570 /dados/ufes/20160825-01/1472150832.626570.bb3.l.png /dados/ufes/20160825-01/1472150832.626570.bb3.r.png
7757729.365642 -363562.188026 0.000000 0.022891 -0.009750 0.677546 1472150832.687359 /dados/ufes/20160825-01/1472150832.687359.bb3.l.png /dados/ufes/20160825-01/1472150832.687359.bb3.r.png
7757729.365398 -363562.189013 0.000000 0.022808 -0.009663 0.677619 1472150832.748559 /dados/ufes/20160825-01/1472150832.748559.bb3.l.png /dados/ufes/20160825-01/1472150832.748559.bb3.r.png
7757729.363161 -363562.189888 0.000000 0.022308 -0.009432 0.677807 1472150832.825273 /dados/ufes/20160825-01/1472150832.825273.bb3.l.png /dados/ufes/20160825-01/1472150832.825273.bb3.r.png
7757729.363688 -363562.189522 0.000000 0.022044 -0.009475 0.677612 1472150832.888918 /dados/ufes/20160825-01/1472150832.888918.bb3.l.png /dados/ufes/20160825-01/1472150832.888918.bb3.r.png
7757729.363794 -363562.190505 0.000000 0.022044 -0.009419 0.677985 1472150832.949747 /dados/ufes/20160825-01/1472150832.949747.bb3.l.png /dados/ufes/20160825-01/1472150832.949747.bb3.r.png
7757729.364043 -363562.190004 0.000000 0.021645 -0.009535 0.677804 1472150833.013449 /dados/ufes/20160825-01/1472150833.013449.bb3.l.png /dados/ufes/20160825-01/1472150833.013449.bb3.r.png
7757729.364097 -363562.190340 0.000000 0.021743 -0.009656 0.677883 1472150833.076692 /dados/ufes/20160825-01/1472150833.076692.bb3.l.png /dados/ufes/20160825-01/1472150833.076692.bb3.r.png
7757729.364310 -363562.190268 0.000000 0.021940 -0.009815 0.677855 1472150833.140137 /dados/ufes/20160825-01/1472150833.140137.bb3.l.png /dados/ufes/20160825-01/1472150833.140137.bb3.r.png
7757729.364682 -363562.190285 0.000000 0.021839 -0.009654 0.677893 1472150833.203967 /dados/ufes/20160825-01/1472150833.203967.bb3.l.png /dados/ufes/20160825-01/1472150833.203967.bb3.r.png
7757729.363446 -363562.189739 0.000000 0.021797 -0.009606 0.678201 1472150833.272714 /dados/ufes/20160825-01/1472150833.272714.bb3.l.png /dados/ufes/20160825-01/1472150833.272714.bb3.r.png
7757729.353662 -363562.203240 0.000000 0.021743 -0.009673 0.678670 1472150833.333398 /dados/ufes/20160825-01/1472150833.333398.bb3.l.png /dados/ufes/20160825-01/1472150833.333398.bb3.r.png
7757729.365139 -363562.197876 0.000000 0.021466 -0.009441 0.678181 1472150833.393562 /dados/ufes/20160825-01/1472150833.393562.bb3.l.png /dados/ufes/20160825-01/1472150833.393562.bb3.r.png
7757729.364089 -363562.195202 0.000000 0.021145 -0.009459 0.678138 1472150833.453730 /dados/ufes/20160825-01/1472150833.453730.bb3.l.png /dados/ufes/20160825-01/1472150833.453730.bb3.r.png
7757729.364720 -363562.190069 0.000000 0.021345 -0.009264 0.678004 1472150833.514242 /dados/ufes/20160825-01/1472150833.514242.bb3.l.png /dados/ufes/20160825-01/1472150833.514242.bb3.r.png
7757729.365389 -363562.190194 0.000000 0.021483 -0.009329 0.677870 1472150833.574894 /dados/ufes/20160825-01/1472150833.574894.bb3.l.png /dados/ufes/20160825-01/1472150833.574894.bb3.r.png
7757729.362259 -363562.196865 0.000000 0.021427 -0.009381 0.678147 1472150833.635477 /dados/ufes/20160825-01/1472150833.635477.bb3.l.png /dados/ufes/20160825-01/1472150833.635477.bb3.r.png
7757729.361683 -363562.196936 0.000000 0.021281 -0.009406 0.678120 1472150833.701520 /dados/ufes/20160825-01/1472150833.701520.bb3.l.png /dados/ufes/20160825-01/1472150833.701520.bb3.r.png
7757729.361674 -363562.197590 0.000000 0.021154 -0.009505 0.678164 1472150833.772084 /dados/ufes/20160825-01/1472150833.772084.bb3.l.png /dados/ufes/20160825-01/1472150833.772084.bb3.r.png
7757729.363458 -363562.189355 0.000000 0.021290 -0.009634 0.678026 1472150833.835365 /dados/ufes/20160825-01/1472150833.835365.bb3.l.png /dados/ufes/20160825-01/1472150833.835365.bb3.r.png
7757729.365885 -363562.188210 0.000000 0.021396 -0.009588 0.677693 1472150833.897804 /dados/ufes/20160825-01/1472150833.897804.bb3.l.png /dados/ufes/20160825-01/1472150833.897804.bb3.r.png
7757729.361825 -363562.189888 0.000000 0.021156 -0.009662 0.678302 1472150833.962017 /dados/ufes/20160825-01/1472150833.962017.bb3.l.png /dados/ufes/20160825-01/1472150833.962017.bb3.r.png
7757729.363234 -363562.194241 0.000000 0.021190 -0.009627 0.678090 1472150834.024094 /dados/ufes/20160825-01/1472150834.024094.bb3.l.png /dados/ufes/20160825-01/1472150834.024094.bb3.r.png
7757729.363094 -363562.192062 0.000000 0.021319 -0.009640 0.677807 1472150834.086543 /dados/ufes/20160825-01/1472150834.086543.bb3.l.png /dados/ufes/20160825-01/1472150834.086543.bb3.r.png
7757729.358125 -363562.191405 0.000000 0.021100 -0.009949 0.678056 1472150834.148669 /dados/ufes/20160825-01/1472150834.148669.bb3.l.png /dados/ufes/20160825-01/1472150834.148669.bb3.r.png
7757729.331666 -363562.212068 0.000000 0.020849 -0.009599 0.678256 1472150834.211794 /dados/ufes/20160825-01/1472150834.211794.bb3.l.png /dados/ufes/20160825-01/1472150834.211794.bb3.r.png
7757729.329806 -363562.203302 0.000000 0.020906 -0.009754 0.677935 1472150834.277513 /dados/ufes/20160825-01/1472150834.277513.bb3.l.png /dados/ufes/20160825-01/1472150834.277513.bb3.r.png
7757729.338230 -363562.188710 0.000000 0.021013 -0.009867 0.677483 1472150834.337425 /dados/ufes/20160825-01/1472150834.337425.bb3.l.png /dados/ufes/20160825-01/1472150834.337425.bb3.r.png
7757729.335624 -363562.193334 0.000000 0.021109 -0.010165 0.677235 1472150834.397030 /dados/ufes/20160825-01/1472150834.397030.bb3.l.png /dados/ufes/20160825-01/1472150834.397030.bb3.r.png
7757729.341905 -363562.187217 0.000000 0.021016 -0.010165 0.677401 1472150834.456647 /dados/ufes/20160825-01/1472150834.456647.bb3.l.png /dados/ufes/20160825-01/1472150834.456647.bb3.r.png
7757729.336701 -363562.190678 0.000000 0.021270 -0.010287 0.677800 1472150834.516506 /dados/ufes/20160825-01/1472150834.516506.bb3.l.png /dados/ufes/20160825-01/1472150834.516506.bb3.r.png
7757729.338386 -363562.190703 0.000000 0.021392 -0.010106 0.677600 1472150834.576405 /dados/ufes/20160825-01/1472150834.576405.bb3.l.png /dados/ufes/20160825-01/1472150834.576405.bb3.r.png
7757729.350096 -363562.191802 0.000000 0.021290 -0.010223 0.677938 1472150834.637201 /dados/ufes/20160825-01/1472150834.637201.bb3.l.png /dados/ufes/20160825-01/1472150834.637201.bb3.r.png
7757729.341396 -363562.191839 0.000000 0.021330 -0.010152 0.677820 1472150834.704196 /dados/ufes/20160825-01/1472150834.704196.bb3.l.png /dados/ufes/20160825-01/1472150834.704196.bb3.r.png
7757729.329132 -363562.218589 0.000000 0.021233 -0.010452 0.677793 1472150834.767283 /dados/ufes/20160825-01/1472150834.767283.bb3.l.png /dados/ufes/20160825-01/1472150834.767283.bb3.r.png
7757729.329822 -363562.210528 0.000000 0.021369 -0.010506 0.678265 1472150834.827830 /dados/ufes/20160825-01/1472150834.827830.bb3.l.png /dados/ufes/20160825-01/1472150834.827830.bb3.r.png
7757729.344680 -363562.203399 0.000000 0.021396 -0.010637 0.679065 1472150834.887566 /dados/ufes/20160825-01/1472150834.887566.bb3.l.png /dados/ufes/20160825-01/1472150834.887566.bb3.r.png
