x y z rx ry rz timestamp left_image right_image
7757676.217045 -363602.559947 0.000000 0.020536 0.003843 0.647693 1515782450.720035 /dados/ufes/20180112-02/1515782450.720035.bb3.l.png /dados/ufes/20180112-02/1515782450.720035.bb3.r.png
7757676.207713 -363602.561988 0.000000 0.020346 0.003890 0.647738 1515782450.782566 /dados/ufes/20180112-02/1515782450.782566.bb3.l.png /dados/ufes/20180112-02/1515782450.782566.bb3.r.png
7757676.217943 -363602.567212 0.000000 0.020527 0.003839 0.647712 1515782450.844986 /dados/ufes/20180112-02/1515782450.844986.bb3.l.png /dados/ufes/20180112-02/1515782450.844986.bb3.r.png
7757676.210058 -363602.568446 0.000000 0.020630 0.003774 0.647339 1515782450.907508 /dados/ufes/20180112-02/1515782450.907508.bb3.l.png /dados/ufes/20180112-02/1515782450.907508.bb3.r.png
7757676.210615 -363602.558077 0.000000 0.020589 0.003762 0.647489 1515782450.970058 /dados/ufes/20180112-02/1515782450.970058.bb3.l.png /dados/ufes/20180112-02/1515782450.970058.bb3.r.png
7757676.190668 -363602.585851 0.000000 0.020640 0.003839 0.645904 1515782451.032543 /dados/ufes/20180112-02/1515782451.032543.bb3.l.png /dados/ufes/20180112-02/1515782451.032543.bb3.r.png
7757676.194664 -363602.580883 0.000000 0.020875 0.003879 0.646644 1515782451.094986 /dados/ufes/20180112-02/1515782451.094986.bb3.l.png /dados/ufes/20180112-02/1515782451.094986.bb3.r.png
7757676.179601 -363602.578975 0.000000 0.020875 0.003879 0.645046 1515782451.157499 /dados/ufes/20180112-02/1515782451.157499.bb3.l.png /dados/ufes/20180112-02/1515782451.157499.bb3.r.png
7757676.181684 -363602.570640 0.000000 0.020897 0.003702 0.646091 1515782451.220009 /dados/ufes/20180112-02/1515782451.220009.bb3.l.png /dados/ufes/20180112-02/1515782451.220009.bb3.r.png
7757676.180206 -363602.581475 0.000000 0.020964 0.003620 0.644374 1515782451.282518 /dados/ufes/20180112-02/1515782451.282518.bb3.l.png /dados/ufes/20180112-02/1515782451.282518.bb3.r.png
7757676.190581 -363602.580715 0.000000 0.021032 0.003365 0.646412 1515782451.345069 /dados/ufes/20180112-02/1515782451.345069.bb3.l.png /dados/ufes/20180112-02/1515782451.345069.bb3.r.png
