x y z rx ry rz timestamp left_image right_image
7757730.063846 -363562.244142 0.000000 0.054917 0.000350 0.643981 1473187925.777581 /dados/ufes/20160906-01/1473187925.777581.bb8.l.png /dados/ufes/20160906-01/1473187925.777581.bb8.r.png
7757730.124706 -363562.229497 0.000000 0.054529 0.000486 0.645878 1473187925.841173 /dados/ufes/20160906-01/1473187925.841173.bb8.l.png /dados/ufes/20160906-01/1473187925.841173.bb8.r.png
7757730.199688 -363562.161890 0.000000 0.054544 0.000711 0.645922 1473187925.901683 /dados/ufes/20160906-01/1473187925.901683.bb8.l.png /dados/ufes/20160906-01/1473187925.901683.bb8.r.png
7757730.273995 -363562.090360 0.000000 0.054465 0.000587 0.646744 1473187925.962294 /dados/ufes/20160906-01/1473187925.962294.bb8.l.png /dados/ufes/20160906-01/1473187925.962294.bb8.r.png
7757730.338735 -363562.034676 0.000000 0.053865 0.000208 0.648899 1473187926.022933 /dados/ufes/20160906-01/1473187926.022933.bb8.l.png /dados/ufes/20160906-01/1473187926.022933.bb8.r.png
7757730.383526 -363562.016242 0.000000 0.053480 -0.000889 0.651604 1473187926.083288 /dados/ufes/20160906-01/1473187926.083288.bb8.l.png /dados/ufes/20160906-01/1473187926.083288.bb8.r.png
7757730.491806 -363561.954338 0.000000 0.052910 -0.001865 0.652844 1473187926.143344 /dados/ufes/20160906-01/1473187926.143344.bb8.l.png /dados/ufes/20160906-01/1473187926.143344.bb8.r.png
7757730.596782 -363561.856395 0.000000 0.052359 -0.002475 0.657242 1473187926.203413 /dados/ufes/20160906-01/1473187926.203413.bb8.l.png /dados/ufes/20160906-01/1473187926.203413.bb8.r.png
7757730.706697 -363561.776491 0.000000 0.051976 -0.003236 0.659844 1473187926.264128 /dados/ufes/20160906-01/1473187926.264128.bb8.l.png /dados/ufes/20160906-01/1473187926.264128.bb8.r.png
7757730.808142 -363561.669931 0.000000 0.051886 -0.003916 0.657774 1473187926.325418 /dados/ufes/20160906-01/1473187926.325418.bb8.l.png /dados/ufes/20160906-01/1473187926.325418.bb8.r.png
7757730.901459 -363561.624632 0.000000 0.051354 -0.004532 0.663472 1473187926.388246 /dados/ufes/20160906-01/1473187926.388246.bb8.l.png /dados/ufes/20160906-01/1473187926.388246.bb8.r.png
7757731.008024 -363561.539926 0.000000 0.050511 -0.004969 0.666366 1473187926.452598 /dados/ufes/20160906-01/1473187926.452598.bb8.l.png /dados/ufes/20160906-01/1473187926.452598.bb8.r.png
7757731.119939 -363561.449201 0.000000 0.049167 -0.005717 0.669231 1473187926.512593 /dados/ufes/20160906-01/1473187926.512593.bb8.l.png /dados/ufes/20160906-01/1473187926.512593.bb8.r.png
7757731.245896 -363561.359010 0.000000 0.048223 -0.007056 0.668753 1473187926.572999 /dados/ufes/20160906-01/1473187926.572999.bb8.l.png /dados/ufes/20160906-01/1473187926.572999.bb8.r.png
7757731.364996 -363561.258639 0.000000 0.047199 -0.008866 0.673532 1473187926.637313 /dados/ufes/20160906-01/1473187926.637313.bb8.l.png /dados/ufes/20160906-01/1473187926.637313.bb8.r.png
7757731.446076 -363561.185974 0.000000 0.046177 -0.009485 0.676280 1473187926.699539 /dados/ufes/20160906-01/1473187926.699539.bb8.l.png /dados/ufes/20160906-01/1473187926.699539.bb8.r.png
7757731.576566 -363561.082220 0.000000 0.046650 -0.010451 0.678099 1473187926.762187 /dados/ufes/20160906-01/1473187926.762187.bb8.l.png /dados/ufes/20160906-01/1473187926.762187.bb8.r.png
7757731.721967 -363560.970563 0.000000 0.048705 -0.011660 0.677531 1473187926.824438 /dados/ufes/20160906-01/1473187926.824438.bb8.l.png /dados/ufes/20160906-01/1473187926.824438.bb8.r.png
7757731.895182 -363560.865506 0.000000 0.050174 -0.013095 0.678322 1473187926.887858 /dados/ufes/20160906-01/1473187926.887858.bb8.l.png /dados/ufes/20160906-01/1473187926.887858.bb8.r.png
7757732.048747 -363560.739711 0.000000 0.052578 -0.014426 0.679729 1473187926.950458 /dados/ufes/20160906-01/1473187926.950458.bb8.l.png /dados/ufes/20160906-01/1473187926.950458.bb8.r.png
7757732.179144 -363560.634654 0.000000 0.055316 -0.015344 0.680581 1473187927.016331 /dados/ufes/20160906-01/1473187927.016331.bb8.l.png /dados/ufes/20160906-01/1473187927.016331.bb8.r.png
7757732.318406 -363560.518640 0.000000 0.056982 -0.015920 0.680225 1473187927.077184 /dados/ufes/20160906-01/1473187927.077184.bb8.l.png /dados/ufes/20160906-01/1473187927.077184.bb8.r.png
7757732.518611 -363560.362293 0.000000 0.057537 -0.015166 0.678961 1473187927.137522 /dados/ufes/20160906-01/1473187927.137522.bb8.l.png /dados/ufes/20160906-01/1473187927.137522.bb8.r.png
7757732.661271 -363560.232548 0.000000 0.058563 -0.014110 0.679773 1473187927.197673 /dados/ufes/20160906-01/1473187927.197673.bb8.l.png /dados/ufes/20160906-01/1473187927.197673.bb8.r.png
7757732.795788 -363560.127768 0.000000 0.059221 -0.013001 0.681712 1473187927.257778 /dados/ufes/20160906-01/1473187927.257778.bb8.l.png /dados/ufes/20160906-01/1473187927.257778.bb8.r.png
7757732.929587 -363560.022941 0.000000 0.059321 -0.012000 0.678510 1473187927.321908 /dados/ufes/20160906-01/1473187927.321908.bb8.l.png /dados/ufes/20160906-01/1473187927.321908.bb8.r.png
7757733.107960 -363559.875014 0.000000 0.058080 -0.011546 0.679582 1473187927.384403 /dados/ufes/20160906-01/1473187927.384403.bb8.l.png /dados/ufes/20160906-01/1473187927.384403.bb8.r.png
7757733.264247 -363559.770520 0.000000 0.057196 -0.012211 0.680959 1473187927.447375 /dados/ufes/20160906-01/1473187927.447375.bb8.l.png /dados/ufes/20160906-01/1473187927.447375.bb8.r.png
7757733.454733 -363559.611738 0.000000 0.056958 -0.011709 0.680993 1473187927.509529 /dados/ufes/20160906-01/1473187927.509529.bb8.l.png /dados/ufes/20160906-01/1473187927.509529.bb8.r.png
7757733.590613 -363559.507749 0.000000 0.053942 -0.013405 0.680285 1473187927.571840 /dados/ufes/20160906-01/1473187927.571840.bb8.l.png /dados/ufes/20160906-01/1473187927.571840.bb8.r.png
7757733.771439 -363559.347255 0.000000 0.053150 -0.013841 0.680050 1473187927.633865 /dados/ufes/20160906-01/1473187927.633865.bb8.l.png /dados/ufes/20160906-01/1473187927.633865.bb8.r.png
7757733.986278 -363559.186784 0.000000 0.053335 -0.013619 0.680057 1473187927.696850 /dados/ufes/20160906-01/1473187927.696850.bb8.l.png /dados/ufes/20160906-01/1473187927.696850.bb8.r.png
7757734.180454 -363559.043806 0.000000 0.054283 -0.013648 0.681372 1473187927.759577 /dados/ufes/20160906-01/1473187927.759577.bb8.l.png /dados/ufes/20160906-01/1473187927.759577.bb8.r.png
7757734.375736 -363558.888109 0.000000 0.056340 -0.012838 0.680759 1473187927.822622 /dados/ufes/20160906-01/1473187927.822622.bb8.l.png /dados/ufes/20160906-01/1473187927.822622.bb8.r.png
7757734.558301 -363558.738119 0.000000 0.057087 -0.011632 0.681737 1473187927.885743 /dados/ufes/20160906-01/1473187927.885743.bb8.l.png /dados/ufes/20160906-01/1473187927.885743.bb8.r.png
7757734.770752 -363558.548007 0.000000 0.058386 -0.011225 0.680082 1473187927.949475 /dados/ufes/20160906-01/1473187927.949475.bb8.l.png /dados/ufes/20160906-01/1473187927.949475.bb8.r.png
7757734.993031 -363558.379674 0.000000 0.063129 -0.012556 0.682536 1473187928.012738 /dados/ufes/20160906-01/1473187928.012738.bb8.l.png /dados/ufes/20160906-01/1473187928.012738.bb8.r.png
7757735.171161 -363558.236515 0.000000 0.065799 -0.016982 0.684368 1473187928.076931 /dados/ufes/20160906-01/1473187928.076931.bb8.l.png /dados/ufes/20160906-01/1473187928.076931.bb8.r.png
7757735.379196 -363558.063010 0.000000 0.066494 -0.019071 0.683891 1473187928.139657 /dados/ufes/20160906-01/1473187928.139657.bb8.l.png /dados/ufes/20160906-01/1473187928.139657.bb8.r.png
7757735.575108 -363557.907678 0.000000 0.069393 -0.020797 0.685008 1473187928.204999 /dados/ufes/20160906-01/1473187928.204999.bb8.l.png /dados/ufes/20160906-01/1473187928.204999.bb8.r.png
7757735.788678 -363557.734393 0.000000 0.070271 -0.021360 0.684934 1473187928.266959 /dados/ufes/20160906-01/1473187928.266959.bb8.l.png /dados/ufes/20160906-01/1473187928.266959.bb8.r.png
7757736.097755 -363557.512208 0.000000 0.065279 -0.021958 0.684960 1473187928.327220 /dados/ufes/20160906-01/1473187928.327220.bb8.l.png /dados/ufes/20160906-01/1473187928.327220.bb8.r.png
7757736.292930 -363557.352704 0.000000 0.065552 -0.022975 0.685155 1473187928.390805 /dados/ufes/20160906-01/1473187928.390805.bb8.l.png /dados/ufes/20160906-01/1473187928.390805.bb8.r.png
7757736.516992 -363557.181998 0.000000 0.065169 -0.024819 0.686450 1473187928.454918 /dados/ufes/20160906-01/1473187928.454918.bb8.l.png /dados/ufes/20160906-01/1473187928.454918.bb8.r.png
7757736.755709 -363556.999600 0.000000 0.062992 -0.026849 0.686875 1473187928.515764 /dados/ufes/20160906-01/1473187928.515764.bb8.l.png /dados/ufes/20160906-01/1473187928.515764.bb8.r.png
7757736.918569 -363556.867396 0.000000 0.064303 -0.030282 0.688611 1473187928.576438 /dados/ufes/20160906-01/1473187928.576438.bb8.l.png /dados/ufes/20160906-01/1473187928.576438.bb8.r.png
7757737.209091 -363556.630339 0.000000 0.063559 -0.028951 0.688993 1473187928.640819 /dados/ufes/20160906-01/1473187928.640819.bb8.l.png /dados/ufes/20160906-01/1473187928.640819.bb8.r.png
7757737.455702 -363556.418636 0.000000 0.061484 -0.026857 0.687789 1473187928.701174 /dados/ufes/20160906-01/1473187928.701174.bb8.l.png /dados/ufes/20160906-01/1473187928.701174.bb8.r.png
7757737.607178 -363556.281653 0.000000 0.060458 -0.024435 0.690653 1473187928.761038 /dados/ufes/20160906-01/1473187928.761038.bb8.l.png /dados/ufes/20160906-01/1473187928.761038.bb8.r.png
7757737.867207 -363556.096593 0.000000 0.062081 -0.022648 0.688885 1473187928.824451 /dados/ufes/20160906-01/1473187928.824451.bb8.l.png /dados/ufes/20160906-01/1473187928.824451.bb8.r.png
7757738.129734 -363555.861319 0.000000 0.060797 -0.023250 0.690449 1473187928.887598 /dados/ufes/20160906-01/1473187928.887598.bb8.l.png /dados/ufes/20160906-01/1473187928.887598.bb8.r.png
7757738.344725 -363555.683451 0.000000 0.060175 -0.024050 0.690021 1473187928.949987 /dados/ufes/20160906-01/1473187928.949987.bb8.l.png /dados/ufes/20160906-01/1473187928.949987.bb8.r.png
7757738.611540 -363555.476086 0.000000 0.060165 -0.025370 0.689432 1473187929.012192 /dados/ufes/20160906-01/1473187929.012192.bb8.l.png /dados/ufes/20160906-01/1473187929.012192.bb8.r.png
7757738.891353 -363555.265345 0.000000 0.059134 -0.032223 0.689227 1473187929.081009 /dados/ufes/20160906-01/1473187929.081009.bb8.l.png /dados/ufes/20160906-01/1473187929.081009.bb8.r.png
7757739.159174 -363555.043275 0.000000 0.059181 -0.033098 0.691237 1473187929.144757 /dados/ufes/20160906-01/1473187929.144757.bb8.l.png /dados/ufes/20160906-01/1473187929.144757.bb8.r.png
7757739.404215 -363554.870590 0.000000 0.058016 -0.036370 0.689819 1473187929.206872 /dados/ufes/20160906-01/1473187929.206872.bb8.l.png /dados/ufes/20160906-01/1473187929.206872.bb8.r.png
7757739.632520 -363554.690711 0.000000 0.054303 -0.039369 0.689732 1473187929.269109 /dados/ufes/20160906-01/1473187929.269109.bb8.l.png /dados/ufes/20160906-01/1473187929.269109.bb8.r.png
7757739.850927 -363554.499745 0.000000 0.050353 -0.039637 0.688999 1473187929.332454 /dados/ufes/20160906-01/1473187929.332454.bb8.l.png /dados/ufes/20160906-01/1473187929.332454.bb8.r.png
7757740.091219 -363554.302784 0.000000 0.049841 -0.037867 0.688111 1473187929.395913 /dados/ufes/20160906-01/1473187929.395913.bb8.l.png /dados/ufes/20160906-01/1473187929.395913.bb8.r.png
7757740.298994 -363554.102312 0.000000 0.048998 -0.034783 0.686684 1473187929.460506 /dados/ufes/20160906-01/1473187929.460506.bb8.l.png /dados/ufes/20160906-01/1473187929.460506.bb8.r.png
7757740.479528 -363553.941811 0.000000 0.048584 -0.030322 0.685366 1473187929.528211 /dados/ufes/20160906-01/1473187929.528211.bb8.l.png /dados/ufes/20160906-01/1473187929.528211.bb8.r.png
7757740.671591 -363553.786239 0.000000 0.049128 -0.029091 0.684051 1473187929.591012 /dados/ufes/20160906-01/1473187929.591012.bb8.l.png /dados/ufes/20160906-01/1473187929.591012.bb8.r.png
7757740.875088 -363553.637440 0.000000 0.049863 -0.029271 0.683816 1473187929.653401 /dados/ufes/20160906-01/1473187929.653401.bb8.l.png /dados/ufes/20160906-01/1473187929.653401.bb8.r.png
7757741.065823 -363553.483160 0.000000 0.050765 -0.028615 0.684763 1473187929.714142 /dados/ufes/20160906-01/1473187929.714142.bb8.l.png /dados/ufes/20160906-01/1473187929.714142.bb8.r.png
7757741.263872 -363553.328600 0.000000 0.054479 -0.031955 0.683332 1473187929.774380 /dados/ufes/20160906-01/1473187929.774380.bb8.l.png /dados/ufes/20160906-01/1473187929.774380.bb8.r.png
7757741.567361 -363553.096557 0.000000 0.054375 -0.035940 0.683573 1473187929.835013 /dados/ufes/20160906-01/1473187929.835013.bb8.l.png /dados/ufes/20160906-01/1473187929.835013.bb8.r.png
7757741.873415 -363552.859663 0.000000 0.052558 -0.039382 0.681961 1473187929.897436 /dados/ufes/20160906-01/1473187929.897436.bb8.l.png /dados/ufes/20160906-01/1473187929.897436.bb8.r.png
7757742.142495 -363552.658772 0.000000 0.051974 -0.041199 0.682414 1473187929.960101 /dados/ufes/20160906-01/1473187929.960101.bb8.l.png /dados/ufes/20160906-01/1473187929.960101.bb8.r.png
7757742.447707 -363552.419273 0.000000 0.050979 -0.040785 0.681850 1473187930.022816 /dados/ufes/20160906-01/1473187930.022816.bb8.l.png /dados/ufes/20160906-01/1473187930.022816.bb8.r.png
7757742.741209 -363552.184877 0.000000 0.050284 -0.038879 0.682203 1473187930.085762 /dados/ufes/20160906-01/1473187930.085762.bb8.l.png /dados/ufes/20160906-01/1473187930.085762.bb8.r.png
7757743.030375 -363551.938660 0.000000 0.050105 -0.038616 0.682449 1473187930.150071 /dados/ufes/20160906-01/1473187930.150071.bb8.l.png /dados/ufes/20160906-01/1473187930.150071.bb8.r.png
7757743.381281 -363551.654832 0.000000 0.052430 -0.038638 0.680574 1473187930.210341 /dados/ufes/20160906-01/1473187930.210341.bb8.l.png /dados/ufes/20160906-01/1473187930.210341.bb8.r.png
7757743.543127 -363551.534602 0.000000 0.053698 -0.035927 0.679996 1473187930.270534 /dados/ufes/20160906-01/1473187930.270534.bb8.l.png /dados/ufes/20160906-01/1473187930.270534.bb8.r.png
7757743.898647 -363551.255602 0.000000 0.053656 -0.034885 0.680077 1473187930.331276 /dados/ufes/20160906-01/1473187930.331276.bb8.l.png /dados/ufes/20160906-01/1473187930.331276.bb8.r.png
7757744.237007 -363550.993520 0.000000 0.052339 -0.035376 0.678737 1473187930.393367 /dados/ufes/20160906-01/1473187930.393367.bb8.l.png /dados/ufes/20160906-01/1473187930.393367.bb8.r.png
7757744.497184 -363550.783296 0.000000 0.050772 -0.036252 0.676476 1473187930.453238 /dados/ufes/20160906-01/1473187930.453238.bb8.l.png /dados/ufes/20160906-01/1473187930.453238.bb8.r.png
7757744.814294 -363550.546987 0.000000 0.051602 -0.038129 0.677059 1473187930.512871 /dados/ufes/20160906-01/1473187930.512871.bb8.l.png /dados/ufes/20160906-01/1473187930.512871.bb8.r.png
7757745.122791 -363550.295965 0.000000 0.053098 -0.041307 0.675107 1473187930.573317 /dados/ufes/20160906-01/1473187930.573317.bb8.l.png /dados/ufes/20160906-01/1473187930.573317.bb8.r.png
7757745.449086 -363550.041133 0.000000 0.053597 -0.041880 0.674569 1473187930.633295 /dados/ufes/20160906-01/1473187930.633295.bb8.l.png /dados/ufes/20160906-01/1473187930.633295.bb8.r.png
7757745.778604 -363549.777500 0.000000 0.054657 -0.041992 0.674557 1473187930.693088 /dados/ufes/20160906-01/1473187930.693088.bb8.l.png /dados/ufes/20160906-01/1473187930.693088.bb8.r.png
7757746.033624 -363549.588085 0.000000 0.055833 -0.042938 0.672792 1473187930.752763 /dados/ufes/20160906-01/1473187930.752763.bb8.l.png /dados/ufes/20160906-01/1473187930.752763.bb8.r.png
7757746.240605 -363549.415976 0.000000 0.055710 -0.043781 0.671873 1473187930.812330 /dados/ufes/20160906-01/1473187930.812330.bb8.l.png /dados/ufes/20160906-01/1473187930.812330.bb8.r.png
7757746.549780 -363549.184862 0.000000 0.057816 -0.042258 0.670348 1473187930.873583 /dados/ufes/20160906-01/1473187930.873583.bb8.l.png /dados/ufes/20160906-01/1473187930.873583.bb8.r.png
7757746.780493 -363549.005340 0.000000 0.061201 -0.042347 0.671343 1473187930.936561 /dados/ufes/20160906-01/1473187930.936561.bb8.l.png /dados/ufes/20160906-01/1473187930.936561.bb8.r.png
7757747.144627 -363548.716525 0.000000 0.063867 -0.040820 0.670263 1473187930.997514 /dados/ufes/20160906-01/1473187930.997514.bb8.l.png /dados/ufes/20160906-01/1473187930.997514.bb8.r.png
7757747.522773 -363548.428665 0.000000 0.065066 -0.040143 0.670922 1473187931.057966 /dados/ufes/20160906-01/1473187931.057966.bb8.l.png /dados/ufes/20160906-01/1473187931.057966.bb8.r.png
7757747.780238 -363548.227402 0.000000 0.066184 -0.039224 0.668837 1473187931.118629 /dados/ufes/20160906-01/1473187931.118629.bb8.l.png /dados/ufes/20160906-01/1473187931.118629.bb8.r.png
7757748.189480 -363547.916018 0.000000 0.068913 -0.038598 0.667080 1473187931.179952 /dados/ufes/20160906-01/1473187931.179952.bb8.l.png /dados/ufes/20160906-01/1473187931.179952.bb8.r.png
7757748.479897 -363547.693536 0.000000 0.069372 -0.039243 0.667580 1473187931.244797 /dados/ufes/20160906-01/1473187931.244797.bb8.l.png /dados/ufes/20160906-01/1473187931.244797.bb8.r.png
7757748.809062 -363547.423416 0.000000 0.068920 -0.040569 0.665992 1473187931.307840 /dados/ufes/20160906-01/1473187931.307840.bb8.l.png /dados/ufes/20160906-01/1473187931.307840.bb8.r.png
7757749.116903 -363547.189157 0.000000 0.071438 -0.045393 0.666724 1473187931.371077 /dados/ufes/20160906-01/1473187931.371077.bb8.l.png /dados/ufes/20160906-01/1473187931.371077.bb8.r.png
7757749.458951 -363546.916658 0.000000 0.070317 -0.046657 0.666818 1473187931.434393 /dados/ufes/20160906-01/1473187931.434393.bb8.l.png /dados/ufes/20160906-01/1473187931.434393.bb8.r.png
7757749.845388 -363546.647002 0.000000 0.068557 -0.047660 0.666559 1473187931.498460 /dados/ufes/20160906-01/1473187931.498460.bb8.l.png /dados/ufes/20160906-01/1473187931.498460.bb8.r.png
7757750.081942 -363546.441847 0.000000 0.067999 -0.047310 0.667090 1473187931.558706 /dados/ufes/20160906-01/1473187931.558706.bb8.l.png /dados/ufes/20160906-01/1473187931.558706.bb8.r.png
7757750.494151 -363546.130476 0.000000 0.065995 -0.043751 0.667110 1473187931.619013 /dados/ufes/20160906-01/1473187931.619013.bb8.l.png /dados/ufes/20160906-01/1473187931.619013.bb8.r.png
7757750.853346 -363545.872439 0.000000 0.064337 -0.041549 0.665700 1473187931.679471 /dados/ufes/20160906-01/1473187931.679471.bb8.l.png /dados/ufes/20160906-01/1473187931.679471.bb8.r.png
7757751.191260 -363545.627507 0.000000 0.065212 -0.040221 0.663992 1473187931.739736 /dados/ufes/20160906-01/1473187931.739736.bb8.l.png /dados/ufes/20160906-01/1473187931.739736.bb8.r.png
7757751.527199 -363545.368998 0.000000 0.065311 -0.038331 0.664176 1473187931.800025 /dados/ufes/20160906-01/1473187931.800025.bb8.l.png /dados/ufes/20160906-01/1473187931.800025.bb8.r.png
7757751.879296 -363545.121872 0.000000 0.064498 -0.038507 0.663075 1473187931.861967 /dados/ufes/20160906-01/1473187931.861967.bb8.l.png /dados/ufes/20160906-01/1473187931.861967.bb8.r.png
7757752.110803 -363544.931122 0.000000 0.064513 -0.040827 0.660863 1473187931.924656 /dados/ufes/20160906-01/1473187931.924656.bb8.l.png /dados/ufes/20160906-01/1473187931.924656.bb8.r.png
7757752.503591 -363544.630296 0.000000 0.063779 -0.044053 0.662770 1473187931.986693 /dados/ufes/20160906-01/1473187931.986693.bb8.l.png /dados/ufes/20160906-01/1473187931.986693.bb8.r.png
7757752.898641 -363544.329347 0.000000 0.061730 -0.046369 0.660921 1473187932.049187 /dados/ufes/20160906-01/1473187932.049187.bb8.l.png /dados/ufes/20160906-01/1473187932.049187.bb8.r.png
7757753.325626 -363544.003390 0.000000 0.060342 -0.047186 0.661471 1473187932.111307 /dados/ufes/20160906-01/1473187932.111307.bb8.l.png /dados/ufes/20160906-01/1473187932.111307.bb8.r.png
