x y z rx ry rz timestamp left_image right_image
7757728.962615 -363563.496144 0.000000 0.040364 -0.011044 0.651327 1472589636.211092 /dados/ufes/20160830/1472589636.211092.bb3.l.png /dados/ufes/20160830/1472589636.211092.bb3.r.png
7757728.957776 -363563.480589 0.000000 0.040346 -0.010742 0.649186 1472589636.273175 /dados/ufes/20160830/1472589636.273175.bb3.l.png /dados/ufes/20160830/1472589636.273175.bb3.r.png
7757728.960610 -363563.480201 0.000000 0.040436 -0.010718 0.649051 1472589636.335927 /dados/ufes/20160830/1472589636.335927.bb3.l.png /dados/ufes/20160830/1472589636.335927.bb3.r.png
7757728.962956 -363563.497687 0.000000 0.040529 -0.011161 0.649284 1472589636.406809 /dados/ufes/20160830/1472589636.406809.bb3.l.png /dados/ufes/20160830/1472589636.406809.bb3.r.png
7757728.960473 -363563.498141 0.000000 0.040633 -0.011276 0.650309 1472589636.468855 /dados/ufes/20160830/1472589636.468855.bb3.l.png /dados/ufes/20160830/1472589636.468855.bb3.r.png
7757728.957209 -363563.496350 0.000000 0.040561 -0.011392 0.651490 1472589636.528914 /dados/ufes/20160830/1472589636.528914.bb3.l.png /dados/ufes/20160830/1472589636.528914.bb3.r.png
7757728.966127 -363563.488228 0.000000 0.040667 -0.011323 0.648760 1472589636.589242 /dados/ufes/20160830/1472589636.589242.bb3.l.png /dados/ufes/20160830/1472589636.589242.bb3.r.png
7757728.962981 -363563.495162 0.000000 0.040576 -0.011099 0.651016 1472589636.653061 /dados/ufes/20160830/1472589636.653061.bb3.l.png /dados/ufes/20160830/1472589636.653061.bb3.r.png
7757728.964654 -363563.492915 0.000000 0.040660 -0.011444 0.649892 1472589636.714882 /dados/ufes/20160830/1472589636.714882.bb3.l.png /dados/ufes/20160830/1472589636.714882.bb3.r.png
7757728.954186 -363563.495755 0.000000 0.040696 -0.011619 0.650604 1472589636.776973 /dados/ufes/20160830/1472589636.776973.bb3.l.png /dados/ufes/20160830/1472589636.776973.bb3.r.png
7757728.958552 -363563.495620 0.000000 0.040690 -0.011865 0.651318 1472589636.839001 /dados/ufes/20160830/1472589636.839001.bb3.l.png /dados/ufes/20160830/1472589636.839001.bb3.r.png
7757728.949205 -363563.492944 0.000000 0.040644 -0.011426 0.650393 1472589636.900283 /dados/ufes/20160830/1472589636.900283.bb3.l.png /dados/ufes/20160830/1472589636.900283.bb3.r.png
7757728.969458 -363563.496514 0.000000 0.041031 -0.011302 0.650104 1472589636.962841 /dados/ufes/20160830/1472589636.962841.bb3.l.png /dados/ufes/20160830/1472589636.962841.bb3.r.png
7757728.974716 -363563.496972 0.000000 0.041162 -0.011387 0.649795 1472589637.027737 /dados/ufes/20160830/1472589637.027737.bb3.l.png /dados/ufes/20160830/1472589637.027737.bb3.r.png
7757728.959255 -363563.506469 0.000000 0.041651 -0.011441 0.650380 1472589637.097214 /dados/ufes/20160830/1472589637.097214.bb3.l.png /dados/ufes/20160830/1472589637.097214.bb3.r.png
7757728.964077 -363563.505894 0.000000 0.041651 -0.011441 0.650157 1472589637.159103 /dados/ufes/20160830/1472589637.159103.bb3.l.png /dados/ufes/20160830/1472589637.159103.bb3.r.png
