x y z rx ry rz timestamp left_image right_image
7757729.485861 -363562.139999 0.000000 0.035372 0.008356 0.663888 1512473734.203900 /dados/ufes/20171205/1512473734.203900.bb3.l.png /dados/ufes/20171205/1512473734.203900.bb3.r.png
7757729.487368 -363562.118891 0.000000 0.035392 0.008367 0.663776 1512473734.266391 /dados/ufes/20171205/1512473734.266391.bb3.l.png /dados/ufes/20171205/1512473734.266391.bb3.r.png
7757729.489127 -363562.147738 0.000000 0.035460 0.008146 0.667066 1512473734.328894 /dados/ufes/20171205/1512473734.328894.bb3.l.png /dados/ufes/20171205/1512473734.328894.bb3.r.png
7757729.471044 -363562.138677 0.000000 0.035297 0.008141 0.669188 1512473734.391397 /dados/ufes/20171205/1512473734.391397.bb3.l.png /dados/ufes/20171205/1512473734.391397.bb3.r.png
7757729.489040 -363562.143127 0.000000 0.035200 0.008313 0.670719 1512473734.453894 /dados/ufes/20171205/1512473734.453894.bb3.l.png /dados/ufes/20171205/1512473734.453894.bb3.r.png
7757729.478857 -363562.141062 0.000000 0.035162 0.008389 0.669215 1512473734.516399 /dados/ufes/20171205/1512473734.516399.bb3.l.png /dados/ufes/20171205/1512473734.516399.bb3.r.png
7757729.485202 -363562.136678 0.000000 0.035106 0.008355 0.667790 1512473734.578897 /dados/ufes/20171205/1512473734.578897.bb3.l.png /dados/ufes/20171205/1512473734.578897.bb3.r.png
7757729.488353 -363562.138780 0.000000 0.035142 0.008497 0.667449 1512473734.641439 /dados/ufes/20171205/1512473734.641439.bb3.l.png /dados/ufes/20171205/1512473734.641439.bb3.r.png
7757729.484615 -363562.135917 0.000000 0.035175 0.008714 0.665510 1512473734.703898 /dados/ufes/20171205/1512473734.703898.bb3.l.png /dados/ufes/20171205/1512473734.703898.bb3.r.png
7757729.473119 -363562.140393 0.000000 0.035254 0.008747 0.668088 1512473734.766422 /dados/ufes/20171205/1512473734.766422.bb3.l.png /dados/ufes/20171205/1512473734.766422.bb3.r.png
7757729.484343 -363562.131190 0.000000 0.035164 0.008704 0.666994 1512473734.828909 /dados/ufes/20171205/1512473734.828909.bb3.l.png /dados/ufes/20171205/1512473734.828909.bb3.r.png
7757729.483711 -363562.138818 0.000000 0.035299 0.009022 0.666161 1512473734.891482 /dados/ufes/20171205/1512473734.891482.bb3.l.png /dados/ufes/20171205/1512473734.891482.bb3.r.png
7757729.464135 -363562.148417 0.000000 0.035324 0.009062 0.669656 1512473734.953956 /dados/ufes/20171205/1512473734.953956.bb3.l.png /dados/ufes/20171205/1512473734.953956.bb3.r.png
7757729.474782 -363562.149719 0.000000 0.035148 0.008938 0.667942 1512473735.016445 /dados/ufes/20171205/1512473735.016445.bb3.l.png /dados/ufes/20171205/1512473735.016445.bb3.r.png
7757729.475487 -363562.142651 0.000000 0.035348 0.008913 0.668783 1512473735.078926 /dados/ufes/20171205/1512473735.078926.bb3.l.png /dados/ufes/20171205/1512473735.078926.bb3.r.png
7757729.482404 -363562.139986 0.000000 0.035404 0.008749 0.667880 1512473735.141388 /dados/ufes/20171205/1512473735.141388.bb3.l.png /dados/ufes/20171205/1512473735.141388.bb3.r.png
7757729.481624 -363562.150093 0.000000 0.035255 0.008867 0.667234 1512473735.203923 /dados/ufes/20171205/1512473735.203923.bb3.l.png /dados/ufes/20171205/1512473735.203923.bb3.r.png
7757729.477867 -363562.150610 0.000000 0.035043 0.008922 0.668665 1512473735.266420 /dados/ufes/20171205/1512473735.266420.bb3.l.png /dados/ufes/20171205/1512473735.266420.bb3.r.png
7757729.473352 -363562.132696 0.000000 0.035373 0.009059 0.668032 1512473735.328926 /dados/ufes/20171205/1512473735.328926.bb3.l.png /dados/ufes/20171205/1512473735.328926.bb3.r.png
7757729.470808 -363562.150209 0.000000 0.035548 0.009103 0.668507 1512473735.391446 /dados/ufes/20171205/1512473735.391446.bb3.l.png /dados/ufes/20171205/1512473735.391446.bb3.r.png
7757729.481120 -363562.157243 0.000000 0.035698 0.008937 0.663832 1512473735.453895 /dados/ufes/20171205/1512473735.453895.bb3.l.png /dados/ufes/20171205/1512473735.453895.bb3.r.png
7757729.486745 -363562.140475 0.000000 0.035808 0.008927 0.666155 1512473735.516421 /dados/ufes/20171205/1512473735.516421.bb3.l.png /dados/ufes/20171205/1512473735.516421.bb3.r.png
7757729.472008 -363562.148070 0.000000 0.035612 0.008928 0.668189 1512473735.578964 /dados/ufes/20171205/1512473735.578964.bb3.l.png /dados/ufes/20171205/1512473735.578964.bb3.r.png
7757729.487879 -363562.151475 0.000000 0.035597 0.008951 0.667678 1512473735.641433 /dados/ufes/20171205/1512473735.641433.bb3.l.png /dados/ufes/20171205/1512473735.641433.bb3.r.png
7757729.478848 -363562.141170 0.000000 0.035596 0.008981 0.667823 1512473735.703951 /dados/ufes/20171205/1512473735.703951.bb3.l.png /dados/ufes/20171205/1512473735.703951.bb3.r.png
7757729.489856 -363562.136248 0.000000 0.035336 0.009005 0.667888 1512473735.766410 /dados/ufes/20171205/1512473735.766410.bb3.l.png /dados/ufes/20171205/1512473735.766410.bb3.r.png
7757729.482150 -363562.147093 0.000000 0.035377 0.008746 0.667402 1512473735.828938 /dados/ufes/20171205/1512473735.828938.bb3.l.png /dados/ufes/20171205/1512473735.828938.bb3.r.png
7757729.479077 -363562.128777 0.000000 0.035611 0.008716 0.668738 1512473735.891457 /dados/ufes/20171205/1512473735.891457.bb3.l.png /dados/ufes/20171205/1512473735.891457.bb3.r.png
7757729.493731 -363562.144281 0.000000 0.035611 0.008944 0.666024 1512473735.953931 /dados/ufes/20171205/1512473735.953931.bb3.l.png /dados/ufes/20171205/1512473735.953931.bb3.r.png
7757729.471995 -363562.141372 0.000000 0.035712 0.008691 0.668990 1512473736.016413 /dados/ufes/20171205/1512473736.016413.bb3.l.png /dados/ufes/20171205/1512473736.016413.bb3.r.png
7757729.475182 -363562.147864 0.000000 0.035710 0.008442 0.668758 1512473736.078953 /dados/ufes/20171205/1512473736.078953.bb3.l.png /dados/ufes/20171205/1512473736.078953.bb3.r.png
7757729.488926 -363562.153461 0.000000 0.035854 0.008437 0.667090 1512473736.141418 /dados/ufes/20171205/1512473736.141418.bb3.l.png /dados/ufes/20171205/1512473736.141418.bb3.r.png
7757729.487448 -363562.149909 0.000000 0.035851 0.008485 0.667219 1512473736.203946 /dados/ufes/20171205/1512473736.203946.bb3.l.png /dados/ufes/20171205/1512473736.203946.bb3.r.png
7757729.484780 -363562.147581 0.000000 0.035874 0.008385 0.667449 1512473736.266447 /dados/ufes/20171205/1512473736.266447.bb3.l.png /dados/ufes/20171205/1512473736.266447.bb3.r.png
7757729.484990 -363562.149250 0.000000 0.036014 0.008625 0.667148 1512473736.328942 /dados/ufes/20171205/1512473736.328942.bb3.l.png /dados/ufes/20171205/1512473736.328942.bb3.r.png
7757729.487418 -363562.141767 0.000000 0.036095 0.008600 0.667406 1512473736.391441 /dados/ufes/20171205/1512473736.391441.bb3.l.png /dados/ufes/20171205/1512473736.391441.bb3.r.png
7757729.486958 -363562.151249 0.000000 0.035880 0.008698 0.667428 1512473736.453930 /dados/ufes/20171205/1512473736.453930.bb3.l.png /dados/ufes/20171205/1512473736.453930.bb3.r.png
7757729.493919 -363562.155754 0.000000 0.036082 0.008717 0.665305 1512473736.516454 /dados/ufes/20171205/1512473736.516454.bb3.l.png /dados/ufes/20171205/1512473736.516454.bb3.r.png
7757729.483483 -363562.159530 0.000000 0.035996 0.008781 0.666796 1512473736.578969 /dados/ufes/20171205/1512473736.578969.bb3.l.png /dados/ufes/20171205/1512473736.578969.bb3.r.png
7757729.477442 -363562.147657 0.000000 0.035970 0.008664 0.668527 1512473736.641451 /dados/ufes/20171205/1512473736.641451.bb3.l.png /dados/ufes/20171205/1512473736.641451.bb3.r.png
7757729.470618 -363562.153287 0.000000 0.036185 0.008821 0.669870 1512473736.703949 /dados/ufes/20171205/1512473736.703949.bb3.l.png /dados/ufes/20171205/1512473736.703949.bb3.r.png
7757729.489880 -363562.140815 0.000000 0.035966 0.008730 0.665843 1512473736.766452 /dados/ufes/20171205/1512473736.766452.bb3.l.png /dados/ufes/20171205/1512473736.766452.bb3.r.png
7757729.483457 -363562.158491 0.000000 0.035994 0.008734 0.665484 1512473736.828969 /dados/ufes/20171205/1512473736.828969.bb3.l.png /dados/ufes/20171205/1512473736.828969.bb3.r.png
7757729.489006 -363562.154673 0.000000 0.035854 0.008711 0.668174 1512473736.891468 /dados/ufes/20171205/1512473736.891468.bb3.l.png /dados/ufes/20171205/1512473736.891468.bb3.r.png
7757729.487440 -363562.152620 0.000000 0.035789 0.008698 0.666581 1512473736.953971 /dados/ufes/20171205/1512473736.953971.bb3.l.png /dados/ufes/20171205/1512473736.953971.bb3.r.png
7757729.489309 -363562.153165 0.000000 0.035859 0.008976 0.669198 1512473737.016471 /dados/ufes/20171205/1512473737.016471.bb3.l.png /dados/ufes/20171205/1512473737.016471.bb3.r.png
7757729.487032 -363562.142949 0.000000 0.035891 0.009024 0.667704 1512473737.079045 /dados/ufes/20171205/1512473737.079045.bb3.l.png /dados/ufes/20171205/1512473737.079045.bb3.r.png
7757729.488002 -363562.138279 0.000000 0.035919 0.009130 0.667732 1512473737.141490 /dados/ufes/20171205/1512473737.141490.bb3.l.png /dados/ufes/20171205/1512473737.141490.bb3.r.png
7757729.484184 -363562.146085 0.000000 0.035810 0.009366 0.664430 1512473737.203972 /dados/ufes/20171205/1512473737.203972.bb3.l.png /dados/ufes/20171205/1512473737.203972.bb3.r.png
7757729.489739 -363562.151657 0.000000 0.036118 0.009191 0.666927 1512473737.266446 /dados/ufes/20171205/1512473737.266446.bb3.l.png /dados/ufes/20171205/1512473737.266446.bb3.r.png
7757729.483461 -363562.152958 0.000000 0.035954 0.009400 0.667278 1512473737.328980 /dados/ufes/20171205/1512473737.328980.bb3.l.png /dados/ufes/20171205/1512473737.328980.bb3.r.png
7757729.484587 -363562.158142 0.000000 0.035848 0.009448 0.666411 1512473737.391462 /dados/ufes/20171205/1512473737.391462.bb3.l.png /dados/ufes/20171205/1512473737.391462.bb3.r.png
7757729.473180 -363562.156312 0.000000 0.035788 0.009623 0.668743 1512473737.453990 /dados/ufes/20171205/1512473737.453990.bb3.l.png /dados/ufes/20171205/1512473737.453990.bb3.r.png
7757729.473499 -363562.148227 0.000000 0.035333 0.009681 0.667795 1512473737.516475 /dados/ufes/20171205/1512473737.516475.bb3.l.png /dados/ufes/20171205/1512473737.516475.bb3.r.png
7757729.485073 -363562.139448 0.000000 0.035405 0.009985 0.668066 1512473737.578986 /dados/ufes/20171205/1512473737.578986.bb3.l.png /dados/ufes/20171205/1512473737.578986.bb3.r.png
7757729.476698 -363562.133560 0.000000 0.035407 0.010025 0.667879 1512473737.641470 /dados/ufes/20171205/1512473737.641470.bb3.l.png /dados/ufes/20171205/1512473737.641470.bb3.r.png
7757729.481990 -363562.151517 0.000000 0.035431 0.009972 0.664941 1512473737.703993 /dados/ufes/20171205/1512473737.703993.bb3.l.png /dados/ufes/20171205/1512473737.703993.bb3.r.png
7757729.487095 -363562.151478 0.000000 0.035630 0.010253 0.667211 1512473737.766478 /dados/ufes/20171205/1512473737.766478.bb3.l.png /dados/ufes/20171205/1512473737.766478.bb3.r.png
7757729.487634 -363562.153010 0.000000 0.035412 0.010091 0.667646 1512473737.828995 /dados/ufes/20171205/1512473737.828995.bb3.l.png /dados/ufes/20171205/1512473737.828995.bb3.r.png
