x y z rx ry rz timestamp left_image right_image
7757729.584700 -363562.628856 0.000000 0.048470 -0.010193 0.658766 1472823533.894227 /dados/ufes/20160902/1472823533.894227.bb8.l.png /dados/ufes/20160902/1472823533.894227.bb8.r.png
7757729.695694 -363562.535608 0.000000 0.047725 -0.009707 0.658522 1472823533.977845 /dados/ufes/20160902/1472823533.977845.bb8.l.png /dados/ufes/20160902/1472823533.977845.bb8.r.png
7757729.820869 -363562.421473 0.000000 0.048733 -0.008863 0.659761 1472823534.060902 /dados/ufes/20160902/1472823534.060902.bb8.l.png /dados/ufes/20160902/1472823534.060902.bb8.r.png
7757729.986164 -363562.291782 0.000000 0.049978 -0.009105 0.659658 1472823534.146862 /dados/ufes/20160902/1472823534.146862.bb8.l.png /dados/ufes/20160902/1472823534.146862.bb8.r.png
7757730.120521 -363562.188319 0.000000 0.050765 -0.009152 0.659725 1472823534.230671 /dados/ufes/20160902/1472823534.230671.bb8.l.png /dados/ufes/20160902/1472823534.230671.bb8.r.png
7757730.265473 -363562.084820 0.000000 0.050806 -0.009086 0.659802 1472823534.317160 /dados/ufes/20160902/1472823534.317160.bb8.l.png /dados/ufes/20160902/1472823534.317160.bb8.r.png
7757730.424534 -363561.969482 0.000000 0.049368 -0.009220 0.659709 1472823534.404129 /dados/ufes/20160902/1472823534.404129.bb8.l.png /dados/ufes/20160902/1472823534.404129.bb8.r.png
7757730.575185 -363561.854045 0.000000 0.048462 -0.009877 0.659676 1472823534.490598 /dados/ufes/20160902/1472823534.490598.bb8.l.png /dados/ufes/20160902/1472823534.490598.bb8.r.png
7757730.729187 -363561.744803 0.000000 0.046470 -0.011633 0.662154 1472823534.576832 /dados/ufes/20160902/1472823534.576832.bb8.l.png /dados/ufes/20160902/1472823534.576832.bb8.r.png
7757730.861280 -363561.652947 0.000000 0.045786 -0.012664 0.663293 1472823534.663290 /dados/ufes/20160902/1472823534.663290.bb8.l.png /dados/ufes/20160902/1472823534.663290.bb8.r.png
7757731.040080 -363561.476116 0.000000 0.042044 -0.014419 0.664246 1472823534.751379 /dados/ufes/20160902/1472823534.751379.bb8.l.png /dados/ufes/20160902/1472823534.751379.bb8.r.png
7757731.261725 -363561.313485 0.000000 0.039925 -0.015343 0.663711 1472823534.836215 /dados/ufes/20160902/1472823534.836215.bb8.l.png /dados/ufes/20160902/1472823534.836215.bb8.r.png
7757731.439286 -363561.154783 0.000000 0.038553 -0.016539 0.665858 1472823534.919393 /dados/ufes/20160902/1472823534.919393.bb8.l.png /dados/ufes/20160902/1472823534.919393.bb8.r.png
7757731.611734 -363561.045065 0.000000 0.040161 -0.017724 0.664291 1472823535.006106 /dados/ufes/20160902/1472823535.006106.bb8.l.png /dados/ufes/20160902/1472823535.006106.bb8.r.png
7757731.806785 -363560.898687 0.000000 0.042530 -0.018925 0.664070 1472823535.091578 /dados/ufes/20160902/1472823535.091578.bb8.l.png /dados/ufes/20160902/1472823535.091578.bb8.r.png
7757731.989993 -363560.751317 0.000000 0.045804 -0.020571 0.664539 1472823535.174714 /dados/ufes/20160902/1472823535.174714.bb8.l.png /dados/ufes/20160902/1472823535.174714.bb8.r.png
7757732.166941 -363560.610734 0.000000 0.049617 -0.021740 0.663325 1472823535.258299 /dados/ufes/20160902/1472823535.258299.bb8.l.png /dados/ufes/20160902/1472823535.258299.bb8.r.png
7757732.406051 -363560.461219 0.000000 0.052900 -0.022176 0.664452 1472823535.345242 /dados/ufes/20160902/1472823535.345242.bb8.l.png /dados/ufes/20160902/1472823535.345242.bb8.r.png
7757732.623310 -363560.287916 0.000000 0.053181 -0.022059 0.666895 1472823535.432393 /dados/ufes/20160902/1472823535.432393.bb8.l.png /dados/ufes/20160902/1472823535.432393.bb8.r.png
7757732.851723 -363560.101065 0.000000 0.054755 -0.018947 0.666808 1472823535.521316 /dados/ufes/20160902/1472823535.521316.bb8.l.png /dados/ufes/20160902/1472823535.521316.bb8.r.png
7757733.098860 -363559.904017 0.000000 0.052111 -0.018249 0.667895 1472823535.607265 /dados/ufes/20160902/1472823535.607265.bb8.l.png /dados/ufes/20160902/1472823535.607265.bb8.r.png
7757733.412171 -363559.651425 0.000000 0.051265 -0.017575 0.665978 1472823535.698642 /dados/ufes/20160902/1472823535.698642.bb8.l.png /dados/ufes/20160902/1472823535.698642.bb8.r.png
7757733.600509 -363559.509509 0.000000 0.047309 -0.018999 0.666878 1472823535.784831 /dados/ufes/20160902/1472823535.784831.bb8.l.png /dados/ufes/20160902/1472823535.784831.bb8.r.png
7757733.790721 -363559.354653 0.000000 0.046795 -0.019252 0.671436 1472823535.872321 /dados/ufes/20160902/1472823535.872321.bb8.l.png /dados/ufes/20160902/1472823535.872321.bb8.r.png
7757734.092875 -363559.155967 0.000000 0.049663 -0.020458 0.673031 1472823535.960185 /dados/ufes/20160902/1472823535.960185.bb8.l.png /dados/ufes/20160902/1472823535.960185.bb8.r.png
