x y z rx ry rz timestamp left_image right_image
7757729.140314 -363562.269513 0.000000 0.053872 0.006869 0.639603 1484860994.681804 /dados/ufes/20170119/1484860994.681804.bb3.l.png /dados/ufes/20170119/1484860994.681804.bb3.r.png
7757729.155359 -363562.246664 0.000000 0.053836 0.006731 0.640817 1484860994.744303 /dados/ufes/20170119/1484860994.744303.bb3.l.png /dados/ufes/20170119/1484860994.744303.bb3.r.png
7757729.163941 -363562.253891 0.000000 0.053836 0.006731 0.641923 1484860994.806875 /dados/ufes/20170119/1484860994.806875.bb3.l.png /dados/ufes/20170119/1484860994.806875.bb3.r.png
7757729.170026 -363562.254631 0.000000 0.054048 0.006682 0.642220 1484860994.869869 /dados/ufes/20170119/1484860994.869869.bb3.l.png /dados/ufes/20170119/1484860994.869869.bb3.r.png
7757729.151687 -363562.252684 0.000000 0.054045 0.006778 0.640958 1484860994.932615 /dados/ufes/20170119/1484860994.932615.bb3.l.png /dados/ufes/20170119/1484860994.932615.bb3.r.png
7757729.151535 -363562.253295 0.000000 0.054045 0.006778 0.640705 1484860994.994860 /dados/ufes/20170119/1484860994.994860.bb3.l.png /dados/ufes/20170119/1484860994.994860.bb3.r.png
7757729.152452 -363562.250922 0.000000 0.054242 0.006581 0.640740 1484860995.057179 /dados/ufes/20170119/1484860995.057179.bb3.l.png /dados/ufes/20170119/1484860995.057179.bb3.r.png
7757729.154473 -363562.250753 0.000000 0.054110 0.006210 0.641159 1484860995.120012 /dados/ufes/20170119/1484860995.120012.bb3.l.png /dados/ufes/20170119/1484860995.120012.bb3.r.png
7757729.154923 -363562.250173 0.000000 0.054112 0.006059 0.641042 1484860995.183250 /dados/ufes/20170119/1484860995.183250.bb3.l.png /dados/ufes/20170119/1484860995.183250.bb3.r.png
7757729.155163 -363562.250610 0.000000 0.054164 0.006023 0.641175 1484860995.245424 /dados/ufes/20170119/1484860995.245424.bb3.l.png /dados/ufes/20170119/1484860995.245424.bb3.r.png
7757729.148341 -363562.268828 0.000000 0.054204 0.006032 0.639955 1484860995.307017 /dados/ufes/20170119/1484860995.307017.bb3.l.png /dados/ufes/20170119/1484860995.307017.bb3.r.png
7757729.150442 -363562.267816 0.000000 0.054191 0.006223 0.639976 1484860995.369386 /dados/ufes/20170119/1484860995.369386.bb3.l.png /dados/ufes/20170119/1484860995.369386.bb3.r.png
7757729.141367 -363562.281183 0.000000 0.054074 0.006241 0.639534 1484860995.431818 /dados/ufes/20170119/1484860995.431818.bb3.l.png /dados/ufes/20170119/1484860995.431818.bb3.r.png
7757729.151265 -363562.279247 0.000000 0.054033 0.006154 0.638725 1484860995.494998 /dados/ufes/20170119/1484860995.494998.bb3.l.png /dados/ufes/20170119/1484860995.494998.bb3.r.png
7757729.141308 -363562.277960 0.000000 0.053943 0.006068 0.639335 1484860995.560803 /dados/ufes/20170119/1484860995.560803.bb3.l.png /dados/ufes/20170119/1484860995.560803.bb3.r.png
7757729.144498 -363562.283646 0.000000 0.054094 0.006139 0.640147 1484860995.619323 /dados/ufes/20170119/1484860995.619323.bb3.l.png /dados/ufes/20170119/1484860995.619323.bb3.r.png
