x y z rx ry rz timestamp left_image right_image
7757729.539906 -363562.132255 0.000000 0.026737 -0.003734 0.640070 1487598952.779682 /dados/ufes/20170220/1487598952.779682.bb3.l.png /dados/ufes/20170220/1487598952.779682.bb3.r.png
7757729.541800 -363562.132956 0.000000 0.026903 -0.003755 0.640473 1487598952.859351 /dados/ufes/20170220/1487598952.859351.bb3.l.png /dados/ufes/20170220/1487598952.859351.bb3.r.png
7757729.530292 -363562.132489 0.000000 0.027124 -0.003645 0.640558 1487598952.938744 /dados/ufes/20170220/1487598952.938744.bb3.l.png /dados/ufes/20170220/1487598952.938744.bb3.r.png
7757729.530664 -363562.134591 0.000000 0.027031 -0.003614 0.641138 1487598953.018451 /dados/ufes/20170220/1487598953.018451.bb3.l.png /dados/ufes/20170220/1487598953.018451.bb3.r.png
7757729.510740 -363562.132928 0.000000 0.027032 -0.003460 0.640757 1487598953.097941 /dados/ufes/20170220/1487598953.097941.bb3.l.png /dados/ufes/20170220/1487598953.097941.bb3.r.png
7757729.510372 -363562.131068 0.000000 0.027055 -0.003230 0.640030 1487598953.177590 /dados/ufes/20170220/1487598953.177590.bb3.l.png /dados/ufes/20170220/1487598953.177590.bb3.r.png
7757729.501065 -363562.137008 0.000000 0.026994 -0.002867 0.644130 1487598953.256709 /dados/ufes/20170220/1487598953.256709.bb3.l.png /dados/ufes/20170220/1487598953.256709.bb3.r.png
7757729.475748 -363562.136267 0.000000 0.026822 -0.002873 0.644272 1487598953.336437 /dados/ufes/20170220/1487598953.336437.bb3.l.png /dados/ufes/20170220/1487598953.336437.bb3.r.png
7757729.462033 -363562.133980 0.000000 0.026867 -0.002786 0.644755 1487598953.418581 /dados/ufes/20170220/1487598953.418581.bb3.l.png /dados/ufes/20170220/1487598953.418581.bb3.r.png
7757729.460480 -363562.134662 0.000000 0.026950 -0.002188 0.644542 1487598953.500611 /dados/ufes/20170220/1487598953.500611.bb3.l.png /dados/ufes/20170220/1487598953.500611.bb3.r.png
7757729.461495 -363562.134705 0.000000 0.026977 -0.001996 0.644508 1487598953.579919 /dados/ufes/20170220/1487598953.579919.bb3.l.png /dados/ufes/20170220/1487598953.579919.bb3.r.png
